"Invoice","item"
1513,"tropical fruit"
1514,"herbs"
1515,"potted plants"
1516,"whipped/sour cream"
1517,"shopping bags"
1518,"berries"
1519,"hard cheese"
1520,"sparkling wine"
1521,"berries"
1522,"coffee"
1523,"rolls/buns"
1524,"ice cream"
1525,"coffee"
1526,"whole milk"
1527,"whole milk"
1528,"citrus fruit"
1529,"beef"
1530,"onions"
1531,"sliced cheese"
1532,"pastry"
1533,"dental care"
1534,"pork"
1535,"whole milk"
1536,"turkey"
1538,"curd cheese"
1539,"margarine"
1540,"butter milk"
1541,"beef"
1542,"whole milk"
1543,"yogurt"
1544,"shopping bags"
1545,"bottled water"
1546,"pip fruit"
1547,"long life bakery product"
1548,"whole milk"
1549,"chocolate"
1550,"frankfurter"
1551,"long life bakery product"
1552,"whole milk"
1553,"sausage"
1554,"grapes"
1555,"brown bread"
1556,"root vegetables"
1557,"oil"
1558,"UHT-milk"
1559,"onions"
1560,"beef"
1561,"shopping bags"
1562,"pork"
1563,"canned beer"
1564,"yogurt"
1565,"yogurt"
1566,"sugar"
1567,"fruit/vegetable juice"
1568,"newspapers"
1569,"pip fruit"
1570,"specialty chocolate"
1571,"meat"
1572,"oil"
1573,"coffee"
1574,"bottled water"
1575,"bottled beer"
1576,"sausage"
1577,"pet care"
1578,"shopping bags"
1579,"pork"
1580,"domestic eggs"
1581,"frankfurter"
1582,"ice cream"
1583,"root vegetables"
1584,"canned beer"
1585,"sausage"
1586,"processed cheese"
1587,"salty snack"
1588,"sausage"
1590,"spread cheese"
1591,"soda"
1592,"root vegetables"
1593,"canned vegetables"
1594,"tropical fruit"
1595,"misc. beverages"
1596,"grapes"
1597,"rolls/buns"
1598,"newspapers"
1599,"whole milk"
1600,"frankfurter"
1601,"brown bread"
1602,"shopping bags"
1603,"dessert"
1604,"shopping bags"
1605,"butter"
1606,"frankfurter"
1607,"butter"
1608,"pastry"
1609,"chocolate"
1610,"pork"
1611,"whole milk"
1612,"bottled beer"
1613,"brown bread"
1614,"frozen fish"
1615,"soda"
1616,"whole milk"
1617,"pork"
1618,"root vegetables"
1619,"cream cheese"
1620,"soda"
1621,"whipped/sour cream"
1622,"frankfurter"
1623,"yogurt"
1624,"instant coffee"
1625,"grapes"
1626,"toilet cleaner"
1627,"sausage"
1628,"yogurt"
1629,"sliced cheese"
1630,"chocolate"
1631,"citrus fruit"
1632,"shopping bags"
1633,"ham"
1634,"ice cream"
1635,"chewing gum"
1636,"beef"
1637,"beef"
1638,"root vegetables"
1639,"pastry"
1640,"soda"
1642,"cereals"
1643,"frankfurter"
1644,"domestic eggs"
1645,"specialty bar"
1646,"canned fish"
1647,"sausage"
1648,"white bread"
1649,"bottled water"
1650,"chewing gum"
1651,"specialty cheese"
1652,"bottled water"
1653,"bottled water"
1654,"chicken"
1655,"brown bread"
1656,"bottled water"
1657,"specialty bar"
1658,"frankfurter"
1659,"flour"
1660,"sauces"
1661,"chicken"
1662,"whole milk"
1663,"mayonnaise"
1664,"rice"
1665,"bottled water"
1666,"napkins"
1667,"chicken"
1668,"soft cheese"
1669,"pastry"
1670,"waffles"
1671,"kitchen towels"
1672,"butter"
1673,"canned beer"
1674,"citrus fruit"
1675,"UHT-milk"
1676,"whipped/sour cream"
1677,"frankfurter"
1678,"beef"
1679,"domestic eggs"
1680,"soda"
1681,"chicken"
1682,"sausage"
1684,"butter milk"
1685,"frozen vegetables"
1686,"pastry"
1687,"fruit/vegetable juice"
1688,"chocolate"
1689,"citrus fruit"
1690,"UHT-milk"
1691,"ice cream"
1692,"specialty chocolate"
1693,"frankfurter"
1694,"mayonnaise"
1695,"soda"
1696,"potted plants"
1697,"pork"
1698,"UHT-milk"
1699,"UHT-milk"
1700,"soda"
1701,"cookware"
1702,"citrus fruit"
1703,"bottled beer"
1704,"sausage"
1706,"brown bread"
1707,"frankfurter"
1708,"rolls/buns"
1709,"bottled water"
1710,"citrus fruit"
1711,"dish cleaner"
1712,"ham"
1713,"semi-finished bread"
1714,"popcorn"
1715,"ham"
1716,"herbs"
1717,"bottled water"
1718,"popcorn"
1719,"tropical fruit"
1720,"soda"
1721,"frankfurter"
1722,"frozen dessert"
1723,"mustard"
1724,"hamburger meat"
1725,"vinegar"
1726,"soda"
1727,"sausage"
1728,"white wine"
1729,"yogurt"
1730,"pickled vegetables"
1731,"meat"
1732,"soft cheese"
1733,"cat food"
1734,"red/blush wine"
1735,"red/blush wine"
1736,"UHT-milk"
1737,"brown bread"
1738,"semi-finished bread"
1739,"whole milk"
1740,"cat food"
1741,"citrus fruit"
1742,"root vegetables"
1743,"dessert"
1744,"frozen meals"
1745,"napkins"
1746,"citrus fruit"
1747,"bottled beer"
1748,"seasonal products"
1749,"meat"
1750,"margarine"
1751,"rolls/buns"
1752,"root vegetables"
1753,"salty snack"
1754,"tropical fruit"
1755,"whipped/sour cream"
1756,"brown bread"
1757,"bottled beer"
1758,"shopping bags"
1759,"grapes"
1760,"ham"
1761,"white bread"
1762,"root vegetables"
1763,"ice cream"
1764,"shopping bags"
1765,"tropical fruit"
1766,"napkins"
1767,"finished products"
1768,"dessert"
1769,"sparkling wine"
1771,"misc. beverages"
1773,"misc. beverages"
1774,"dessert"
1775,"canned beer"
1776,"frankfurter"
1777,"fruit/vegetable juice"
1778,"sausage"
1779,"beverages"
1780,"soda"
1781,"meat"
1782,"whipped/sour cream"
1783,"sausage"
1784,"soda"
1785,"onions"
1786,"beef"
1788,"specialty cheese"
1789,"dish cleaner"
1790,"pip fruit"
1791,"whipped/sour cream"
1792,"detergent"
1793,"ham"
1794,"processed cheese"
1795,"white bread"
1796,"yogurt"
1797,"citrus fruit"
1798,"waffles"
1800,"pork"
1801,"bathroom cleaner"
1802,"ham"
1803,"frozen potato products"
1804,"grapes"
1805,"bottled water"
1806,"white wine"
1807,"pastry"
1808,"citrus fruit"
1809,"photo/film"
1810,"dessert"
1811,"citrus fruit"
1812,"soda"
1813,"chewing gum"
1814,"root vegetables"
1815,"pork"
1816,"turkey"
1817,"tropical fruit"
1818,"shopping bags"
1819,"sausage"
1820,"margarine"
1821,"napkins"
1822,"sausage"
1823,"canned fish"
1824,"shopping bags"
1825,"pork"
1826,"yogurt"
1827,"coffee"
1828,"canned beer"
1829,"sausage"
1830,"brown bread"
1831,"grapes"
1832,"grapes"
1833,"shopping bags"
1835,"bottled water"
1836,"potted plants"
1837,"bottled water"
1838,"prosecco"
1839,"UHT-milk"
1840,"bottled water"
1841,"candy"
1842,"rolls/buns"
1843,"specialty chocolate"
1844,"beef"
1845,"whipped/sour cream"
1846,"bottled beer"
1847,"tropical fruit"
1848,"beef"
1849,"yogurt"
1850,"rolls/buns"
1851,"berries"
1852,"bottled beer"
1853,"sausage"
1854,"oil"
1855,"chicken"
1856,"curd"
1857,"sausage"
1858,"processed cheese"
1859,"fruit/vegetable juice"
1860,"shopping bags"
1861,"canned beer"
1862,"soda"
1863,"yogurt"
1864,"rolls/buns"
1865,"rolls/buns"
1866,"whole milk"
1867,"citrus fruit"
1868,"curd"
1869,"cream cheese"
1870,"oil"
1871,"citrus fruit"
1872,"brown bread"
1873,"brown bread"
1874,"tropical fruit"
1875,"frozen vegetables"
1876,"kitchen towels"
1877,"frankfurter"
1878,"frozen vegetables"
1879,"bottled water"
1880,"coffee"
1881,"ham"
1883,"bottled water"
1884,"sausage"
1885,"whipped/sour cream"
1886,"pork"
1887,"canned beer"
1888,"citrus fruit"
1889,"cookware"
1890,"tropical fruit"
1891,"hygiene articles"
1893,"pork"
1894,"long life bakery product"
1895,"chicken"
1896,"whole milk"
1897,"margarine"
1898,"white wine"
1899,"root vegetables"
1900,"potted plants"
1901,"citrus fruit"
1902,"fruit/vegetable juice"
1903,"beef"
1904,"cat food"
1905,"frankfurter"
1906,"chicken"
1907,"root vegetables"
1908,"curd"
1909,"soft cheese"
1910,"domestic eggs"
1911,"pasta"
1912,"soups"
1913,"frankfurter"
1914,"spread cheese"
1915,"coffee"
1916,"beef"
1917,"brown bread"
1918,"canned beer"
1919,"ham"
1921,"dessert"
1922,"brown bread"
1923,"shopping bags"
1924,"pork"
1925,"sugar"
1926,"waffles"
1927,"condensed milk"
1928,"bathroom cleaner"
1929,"chicken"
1930,"sausage"
1931,"cat food"
1932,"bottled beer"
1933,"chicken"
1934,"domestic eggs"
1935,"specialty bar"
1936,"finished products"
1937,"margarine"
1938,"pork"
1939,"root vegetables"
1940,"cream cheese"
1941,"specialty chocolate"
1942,"cleaner"
1943,"root vegetables"
1944,"domestic eggs"
1945,"domestic eggs"
1946,"bottled water"
1947,"cling film/bags"
1949,"canned beer"
1950,"whole milk"
1951,"sausage"
1952,"butter"
1953,"white bread"
1954,"sausage"
1955,"shopping bags"
1956,"tropical fruit"
1957,"frankfurter"
1958,"butter"
1959,"cookware"
1960,"frozen potato products"
1961,"frankfurter"
1962,"frankfurter"
1963,"chicken"
1964,"herbs"
1965,"whipped/sour cream"
1966,"shopping bags"
1967,"tropical fruit"
1968,"napkins"
1969,"bottled beer"
1970,"citrus fruit"
1971,"coffee"
1972,"hamburger meat"
1973,"beverages"
1974,"shopping bags"
1975,"chicken"
1976,"salty snack"
1977,"pork"
1978,"rolls/buns"
1979,"bottled water"
1980,"sausage"
1981,"processed cheese"
1982,"coffee"
1983,"frozen potato products"
1984,"frankfurter"
1985,"domestic eggs"
1986,"bottled water"
1987,"sausage"
1988,"butter"
1989,"baking powder"
1990,"soda"
1991,"candy"
1992,"tropical fruit"
1993,"bottled beer"
1994,"bottled beer"
1995,"rolls/buns"
1996,"citrus fruit"
1997,"yogurt"
1998,"turkey"
1999,"tropical fruit"
2000,"whole milk"
2001,"rolls/buns"
2002,"candy"
2003,"soda"
2004,"canned beer"
2005,"canned beer"
2006,"sausage"
2007,"pork"
2008,"whipped/sour cream"
2009,"soda"
2010,"Instant food products"
2011,"frankfurter"
2012,"yogurt"
2013,"soda"
2014,"oil"
2015,"chicken"
2016,"shopping bags"
2017,"beef"
2018,"candy"
2019,"dessert"
2020,"canned beer"
2021,"pork"
2022,"margarine"
2023,"curd"
2024,"newspapers"
2025,"chicken"
2026,"whipped/sour cream"
2027,"frankfurter"
2028,"whole milk"
2029,"brown bread"
2030,"frankfurter"
2031,"mustard"
2032,"liver loaf"
2033,"chocolate"
2034,"pork"
2035,"whole milk"
2036,"frankfurter"
2037,"pasta"
2038,"dishes"
2039,"pork"
2040,"whole milk"
2041,"newspapers"
2042,"pork"
2044,"soft cheese"
2045,"soda"
2046,"soda"
2047,"root vegetables"
2048,"bottled beer"
2049,"whipped/sour cream"
2050,"chocolate"
2051,"whole milk"
2052,"pork"
2053,"rolls/buns"
2054,"coffee"
2055,"rolls/buns"
2056,"citrus fruit"
2057,"hard cheese"
2058,"cat food"
2059,"citrus fruit"
2060,"soda"
2061,"shopping bags"
2062,"cream cheese"
2063,"soda"
2064,"chicken"
2065,"frozen fish"
2066,"sausage"
2068,"beef"
2069,"shopping bags"
2070,"ham"
2071,"rolls/buns"
2072,"canned vegetables"
2073,"chicken"
2074,"packaged fruit/vegetables"
2075,"bottled water"
2076,"herbs"
2077,"white bread"
2078,"shopping bags"
2079,"grapes"
2080,"tropical fruit"
2081,"chocolate"
2082,"frankfurter"
2084,"margarine"
2085,"salty snack"
2086,"onions"
2087,"chocolate"
2088,"sausage"
2089,"yogurt"
2090,"canned vegetables"
2091,"citrus fruit"
2092,"pastry"
2093,"hamburger meat"
2094,"detergent"
2095,"frankfurter"
2096,"whipped/sour cream"
2097,"flour"
2098,"shopping bags"
2099,"sausage"
2100,"root vegetables"
2101,"oil"
2102,"canned beer"
2103,"newspapers"
2104,"pip fruit"
2105,"chewing gum"
2106,"coffee"
2107,"red/blush wine"
2108,"onions"
2109,"frankfurter"
2110,"soft cheese"
2111,"pastry"
2112,"meat"
2113,"berries"
2114,"brown bread"
2115,"whole milk"
2116,"hygiene articles"
2117,"dessert"
2118,"hamburger meat"
2119,"chewing gum"
2120,"bottled water"
2121,"beverages"
2122,"whole milk"
2123,"coffee"
2124,"salty snack"
2125,"citrus fruit"
2126,"dessert"
2127,"flour"
2128,"detergent"
2129,"tropical fruit"
2130,"cat food"
2131,"cat food"
2132,"whole milk"
2133,"soda"
2134,"sausage"
2135,"root vegetables"
2136,"whipped/sour cream"
2137,"brown bread"
2138,"napkins"
2139,"berries"
2140,"soda"
2142,"sausage"
2143,"abrasive cleaner"
2144,"beverages"
2145,"chicken"
2146,"shopping bags"
2147,"whole milk"
2148,"sausage"
2149,"dog food"
2150,"ham"
2151,"onions"
2152,"brown bread"
2153,"dishes"
2154,"whole milk"
2155,"root vegetables"
2156,"dishes"
2157,"citrus fruit"
2158,"frankfurter"
2159,"butter milk"
2160,"margarine"
2161,"chocolate marshmallow"
2162,"potted plants"
2163,"ice cream"
2164,"sausage"
2165,"tropical fruit"
2166,"yogurt"
2167,"rolls/buns"
2168,"newspapers"
2169,"root vegetables"
2170,"ham"
2172,"sliced cheese"
2173,"semi-finished bread"
2174,"fruit/vegetable juice"
2175,"coffee"
2176,"citrus fruit"
2177,"salty snack"
2178,"potted plants"
2180,"whole milk"
2181,"zwieback"
2182,"chicken"
2183,"pastry"
2184,"butter"
2185,"ham"
2186,"white bread"
2187,"specialty bar"
2188,"whole milk"
2189,"shopping bags"
2190,"citrus fruit"
2191,"ham"
2192,"yogurt"
2193,"canned beer"
2194,"frankfurter"
2195,"waffles"
2196,"chicken"
2197,"frankfurter"
2198,"bottled beer"
2200,"frozen potato products"
2201,"chicken"
2202,"sausage"
2203,"yogurt"
2204,"margarine"
2205,"canned beer"
2206,"yogurt"
2207,"frozen meals"
2208,"canned fruit"
2209,"butter"
2210,"yogurt"
2211,"shopping bags"
2212,"citrus fruit"
2213,"meat"
2214,"root vegetables"
2215,"frankfurter"
2216,"dessert"
2217,"tropical fruit"
2218,"frozen meals"
2219,"female sanitary products"
2220,"yogurt"
2221,"root vegetables"
2222,"yogurt"
2223,"oil"
2224,"citrus fruit"
2225,"soft cheese"
2226,"beef"
2227,"yogurt"
2228,"soda"
2229,"citrus fruit"
2230,"cream cheese"
2231,"bottled beer"
2232,"dessert"
2233,"curd"
2234,"bottled water"
2235,"sausage"
2236,"herbs"
2237,"dog food"
2238,"packaged fruit/vegetables"
2239,"soda"
2240,"hygiene articles"
2241,"frankfurter"
2242,"finished products"
2243,"rolls/buns"
2244,"hair spray"
2245,"oil"
2246,"curd"
2247,"herbs"
2248,"sausage"
2249,"coffee"
2250,"whole milk"
2251,"sausage"
2252,"soda"
2253,"whole milk"
2254,"root vegetables"
2255,"detergent"
2256,"shopping bags"
2257,"sugar"
2258,"cream cheese"
2260,"candy"
2261,"frozen fruits"
2262,"whipped/sour cream"
2263,"yogurt"
2264,"pork"
2265,"shopping bags"
2266,"grapes"
2267,"sugar"
2268,"whole milk"
2269,"sausage"
2270,"berries"
2271,"cat food"
2272,"fruit/vegetable juice"
2273,"canned beer"
2274,"meat"
2275,"soda"
2276,"bottled beer"
2277,"whole milk"
2278,"chicken"
2279,"pip fruit"
2280,"pork"
2281,"oil"
2282,"whole milk"
2283,"pip fruit"
2284,"pastry"
2285,"root vegetables"
2286,"ham"
2287,"ice cream"
2288,"sausage"
2289,"detergent"
2290,"oil"
2291,"tropical fruit"
2292,"frozen potato products"
2293,"misc. beverages"
2294,"specialty bar"
2295,"photo/film"
2296,"UHT-milk"
2297,"meat"
2298,"grapes"
2299,"whipped/sour cream"
2300,"bottled water"
2301,"liver loaf"
2302,"whole milk"
2303,"baking powder"
2304,"beef"
2305,"bottled beer"
2306,"root vegetables"
2307,"flour"
2308,"white wine"
2309,"pork"
2310,"butter milk"
2311,"brown bread"
2312,"herbs"
2313,"canned beer"
2314,"newspapers"
2315,"brandy"
2316,"pastry"
2317,"shopping bags"
2318,"beverages"
2319,"UHT-milk"
2320,"cream cheese"
2321,"coffee"
2322,"rolls/buns"
2323,"rolls/buns"
2324,"rolls/buns"
2325,"sausage"
2326,"hard cheese"
2327,"canned beer"
2328,"canned beer"
2329,"citrus fruit"
2330,"cream cheese"
2331,"yogurt"
2332,"yogurt"
2333,"potted plants"
2334,"salty snack"
2335,"tropical fruit"
2336,"citrus fruit"
2337,"frozen vegetables"
2338,"cleaner"
2339,"rolls/buns"
2340,"whipped/sour cream"
2341,"citrus fruit"
2342,"butter milk"
2344,"bottled beer"
2345,"canned beer"
2346,"soda"
2347,"tropical fruit"
2348,"coffee"
2349,"bathroom cleaner"
2350,"ham"
2351,"whipped/sour cream"
2352,"citrus fruit"
2353,"bottled water"
2354,"dessert"
2355,"whole milk"
2356,"canned beer"
2357,"rolls/buns"
2358,"fish"
2359,"meat"
2360,"cling film/bags"
2361,"sausage"
2363,"tropical fruit"
2364,"baby cosmetics"
2365,"citrus fruit"
2366,"tropical fruit"
2367,"whipped/sour cream"
2368,"bottled water"
2369,"spices"
2370,"sausage"
2371,"whole milk"
2372,"sausage"
2373,"beef"
2374,"canned beer"
2375,"canned beer"
2376,"rolls/buns"
2377,"whole milk"
2378,"root vegetables"
2379,"yogurt"
2380,"onions"
2381,"hamburger meat"
2382,"rice"
2383,"napkins"
2385,"bottled water"
2386,"chicken"
2387,"UHT-milk"
2388,"meat"
2389,"soda"
2390,"rolls/buns"
2391,"butter"
2392,"soda"
2393,"sausage"
2394,"shopping bags"
2395,"rolls/buns"
2397,"frankfurter"
2398,"newspapers"
2399,"turkey"
2400,"root vegetables"
2401,"brown bread"
2402,"cat food"
2403,"onions"
2404,"napkins"
2405,"whole milk"
2406,"canned fish"
2407,"yogurt"
2408,"skin care"
2409,"whipped/sour cream"
2410,"frozen vegetables"
2411,"citrus fruit"
2412,"dog food"
2413,"onions"
2414,"sausage"
2416,"dishes"
2417,"frankfurter"
2418,"domestic eggs"
2419,"rolls/buns"
2420,"bottled beer"
2421,"waffles"
2422,"condensed milk"
2423,"canned beer"
2424,"meat"
2425,"dishes"
2426,"whole milk"
2427,"liver loaf"
2428,"whole milk"
2429,"frankfurter"
2430,"sugar"
2431,"chicken"
2432,"salt"
2433,"frankfurter"
2434,"pip fruit"
2435,"root vegetables"
2436,"bottled water"
2437,"pip fruit"
2438,"pork"
2439,"whipped/sour cream"
2441,"pastry"
2442,"sausage"
2443,"dental care"
2444,"processed cheese"
2445,"napkins"
2446,"meat"
2447,"pickled vegetables"
2448,"pastry"
2449,"sausage"
2450,"dessert"
2451,"waffles"
2452,"pip fruit"
2453,"bottled beer"
2454,"frozen vegetables"
2455,"citrus fruit"
2457,"bottled beer"
2458,"frankfurter"
2459,"shopping bags"
2460,"sausage"
2461,"beef"
2462,"rolls/buns"
2463,"bottled water"
2464,"hamburger meat"
2465,"napkins"
2466,"yogurt"
2467,"bottled beer"
2468,"beverages"
2469,"whole milk"
2470,"rolls/buns"
2471,"tropical fruit"
2472,"citrus fruit"
2473,"oil"
2474,"whole milk"
2475,"candy"
2476,"citrus fruit"
2477,"roll products"
2478,"napkins"
2479,"soda"
2480,"frankfurter"
2481,"specialty chocolate"
2482,"sausage"
2483,"napkins"
2484,"yogurt"
2485,"herbs"
2486,"sausage"
2487,"yogurt"
2488,"pork"
2489,"curd"
2490,"frankfurter"
2491,"yogurt"
2492,"fruit/vegetable juice"
2493,"frankfurter"
2494,"curd"
2495,"pickled vegetables"
2496,"liver loaf"
2497,"candles"
2498,"pork"
2499,"specialty bar"
2500,"ice cream"
2501,"specialty bar"
2502,"yogurt"
2503,"frozen vegetables"
2504,"rolls/buns"
2505,"pastry"
2506,"pork"
2508,"pasta"
2509,"female sanitary products"
2510,"curd"
2511,"beef"
2512,"yogurt"
2513,"oil"
2514,"cookware"
2515,"yogurt"
2516,"chicken"
2517,"ice cream"
2518,"napkins"
2519,"detergent"
2520,"pip fruit"
2521,"dishes"
2522,"coffee"
2523,"tropical fruit"
2524,"red/blush wine"
2525,"sauces"
2526,"pork"
2527,"yogurt"
2528,"bottled water"
2529,"napkins"
2531,"chicken"
2532,"pork"
2533,"canned vegetables"
2534,"root vegetables"
2535,"ham"
2536,"whole milk"
2537,"soda"
2538,"whole milk"
2539,"soda"
2540,"rolls/buns"
2541,"tropical fruit"
2542,"tropical fruit"
2543,"sausage"
2544,"whole milk"
2545,"semi-finished bread"
2546,"fruit/vegetable juice"
2547,"bottled beer"
2548,"turkey"
2549,"brown bread"
2550,"meat"
2551,"whole milk"
2552,"soda"
2553,"rolls/buns"
2554,"dessert"
2555,"canned beer"
2556,"sausage"
2557,"fruit/vegetable juice"
2558,"pork"
2559,"hamburger meat"
2560,"sausage"
2561,"specialty bar"
2562,"rolls/buns"
2563,"shopping bags"
2564,"misc. beverages"
2565,"pastry"
2566,"soda"
2567,"whole milk"
2568,"domestic eggs"
2569,"soda"
2570,"pip fruit"
2571,"yogurt"
2572,"frankfurter"
2573,"specialty chocolate"
2574,"sausage"
2575,"oil"
2576,"tropical fruit"
2577,"popcorn"
2578,"citrus fruit"
2579,"napkins"
2580,"whole milk"
2581,"coffee"
2582,"tropical fruit"
2583,"canned beer"
2584,"bottled beer"
2585,"canned beer"
2586,"rum"
2587,"rolls/buns"
2588,"pastry"
2589,"whole milk"
2590,"grapes"
2591,"pasta"
2592,"bottled water"
2593,"whole milk"
2594,"yogurt"
2595,"root vegetables"
2596,"rolls/buns"
2597,"pastry"
2598,"canned beer"
2599,"sausage"
2600,"tropical fruit"
2601,"soda"
2602,"frankfurter"
2603,"butter"
2604,"rolls/buns"
2605,"frankfurter"
2606,"sausage"
2607,"whole milk"
2608,"whole milk"
2609,"whole milk"
2610,"ham"
2611,"butter"
2612,"canned fish"
2613,"whole milk"
2614,"beef"
2615,"rolls/buns"
2616,"bottled water"
2617,"domestic eggs"
2618,"soda"
2619,"whole milk"
2620,"bottled water"
2621,"ham"
2622,"honey"
2623,"curd"
2624,"margarine"
2625,"cling film/bags"
2626,"bottled water"
2627,"butter milk"
2628,"pork"
2629,"pork"
2630,"turkey"
2631,"instant coffee"
2632,"cream cheese"
2633,"tropical fruit"
2634,"yogurt"
2635,"rolls/buns"
2636,"citrus fruit"
2637,"bottled beer"
2638,"frankfurter"
2639,"mayonnaise"
2640,"margarine"
2641,"whipped/sour cream"
2642,"tropical fruit"
2643,"long life bakery product"
2644,"frankfurter"
2645,"sausage"
2646,"frozen vegetables"
2647,"rice"
2648,"decalcifier"
2649,"sausage"
2650,"bottled water"
2651,"sausage"
2652,"sliced cheese"
2653,"shopping bags"
2654,"candy"
2655,"tropical fruit"
2656,"soda"
2657,"pip fruit"
2658,"domestic eggs"
2659,"citrus fruit"
2660,"cream cheese"
2661,"hamburger meat"
2662,"cream cheese"
2663,"rice"
2664,"coffee"
2666,"curd cheese"
